BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,WBcode,region_code,pop
74,Paraguay,1950,MF,55,64,53.1,42.5,6.2,3.8,1.7,0.7,0.53,1.963,1.731,0.207,0.025,PRY,Latin America and the Caribbean,104
74,Paraguay,1955,MF,15,24,20.66,70.47,13.45,8.29,2.71,0.59,0.22,3.431,3.05,0.365,0.016,PRY,Latin America and the Caribbean,286
74,Paraguay,1955,MF,25,34,25.96,65.93,7.95,7.16,3.16,0.94,0.71,3.102,2.703,0.366,0.033,PRY,Latin America and the Caribbean,187
74,Paraguay,1955,MF,35,44,29.66,62.8,7.53,6.5,2.87,1.04,0.82,2.943,2.562,0.343,0.037,PRY,Latin America and the Caribbean,150
74,Paraguay,1955,MF,45,54,33.12,59.73,8.03,6.14,2.74,1.01,0.78,2.824,2.462,0.327,0.036,PRY,Latin America and the Caribbean,129
74,Paraguay,1955,MF,55,64,37.37,56.02,7.54,5.65,2.52,0.96,0.71,2.639,2.303,0.303,0.033,PRY,Latin America and the Caribbean,115
74,Paraguay,1960,MF,15,24,11.13,74.94,15.11,13.25,4.5,0.7,0.25,4.131,3.538,0.574,0.019,PRY,Latin America and the Caribbean,317
74,Paraguay,1960,MF,25,34,26.4,65.4,10.12,6.9,3.02,1.2,0.95,3.164,2.752,0.37,0.043,PRY,Latin America and the Caribbean,200
74,Paraguay,1960,MF,35,44,26.4,65.4,7.2,6.9,3.05,1.2,0.95,3.078,2.664,0.37,0.043,PRY,Latin America and the Caribbean,154
74,Paraguay,1960,MF,45,54,26.4,65.4,7.77,6.9,3.06,1.2,0.95,3.095,2.681,0.371,0.043,PRY,Latin America and the Caribbean,129
74,Paraguay,1960,MF,55,64,26.4,65.4,8.32,6.9,3.08,1.2,0.95,3.112,2.698,0.371,0.043,PRY,Latin America and the Caribbean,117
74,Paraguay,1965,MF,15,24,10.23,73,14.87,15.04,5.07,1.73,0.56,4.395,3.642,0.707,0.046,PRY,Latin America and the Caribbean,352
74,Paraguay,1965,MF,25,34,15.53,70.69,13.78,11.83,5.14,1.95,1.55,4.058,3.361,0.626,0.07,PRY,Latin America and the Caribbean,232
74,Paraguay,1965,MF,35,44,23.93,67.01,7.22,7.67,3.39,1.38,1.1,3.234,2.77,0.415,0.05,PRY,Latin America and the Caribbean,167
74,Paraguay,1965,MF,45,54,23.93,67.01,7.21,7.67,3.39,1.38,1.1,3.234,2.77,0.415,0.05,PRY,Latin America and the Caribbean,136
74,Paraguay,1965,MF,55,64,31.37,61.29,7.51,6.32,2.82,1.02,0.81,2.876,2.504,0.335,0.037,PRY,Latin America and the Caribbean,112
74,Paraguay,1970,MF,15,24,6.7,71.9,20.7,20.1,7.1,1.4,0.22,5,4.068,0.9,0.032,PRY,Latin America and the Caribbean,457
74,Paraguay,1970,MF,25,34,11.9,71.5,14,13.8,6,2.8,2.22,4.423,3.561,0.762,0.1,PRY,Latin America and the Caribbean,274
74,Paraguay,1970,MF,35,44,16.18,70.26,10.81,11.33,4.95,2.23,1.77,3.948,3.246,0.622,0.08,PRY,Latin America and the Caribbean,183
74,Paraguay,1970,MF,45,54,20.9,68.9,7.3,8.6,3.8,1.6,1.27,3.423,2.898,0.468,0.057,PRY,Latin America and the Caribbean,142
74,Paraguay,1970,MF,55,64,28.57,63,7.07,7.2,3.2,1.23,0.98,3.038,2.608,0.386,0.044,PRY,Latin America and the Caribbean,114
74,Paraguay,1975,MF,15,24,5.03,67.23,23.58,24.65,7.56,3.08,0.94,5.62,4.389,1.151,0.08,PRY,Latin America and the Caribbean,566
74,Paraguay,1975,MF,25,34,9.06,69.79,18.58,18.09,7.26,3.06,2.3,4.972,3.92,0.944,0.107,PRY,Latin America and the Caribbean,309
74,Paraguay,1975,MF,35,44,12.76,70.24,14.21,14.16,6.22,2.85,2.27,4.438,3.554,0.782,0.102,PRY,Latin America and the Caribbean,216
74,Paraguay,1975,MF,45,54,19.61,68.87,8.91,9.74,4.37,1.78,1.45,3.619,3.025,0.53,0.065,PRY,Latin America and the Caribbean,155
74,Paraguay,1975,MF,55,64,24.42,66.06,8.29,8.1,3.62,1.42,0.97,3.287,2.802,0.437,0.048,PRY,Latin America and the Caribbean,120
74,Paraguay,1980,MF,15,24,4.77,61.95,24.27,30.66,12.82,2.66,0.81,6.12,4.586,1.464,0.07,PRY,Latin America and the Caribbean,654
74,Paraguay,1980,MF,25,34,7.59,65.6,20.81,21.9,9.45,4.85,3.31,5.592,4.197,1.231,0.163,PRY,Latin America and the Caribbean,434
74,Paraguay,1980,MF,35,44,11.21,68.05,16.53,17.08,7.36,3.65,2.85,4.864,3.782,0.953,0.13,PRY,Latin America and the Caribbean,267
74,Paraguay,1980,MF,45,54,15.77,68.7,11.99,12.96,5.84,2.48,2.04,4.15,3.347,0.713,0.09,PRY,Latin America and the Caribbean,177
74,Paraguay,1980,MF,55,64,22.98,65.86,9.04,9.43,4.31,1.63,1.37,3.48,2.91,0.51,0.06,PRY,Latin America and the Caribbean,129
74,Paraguay,1985,MF,15,24,4.1,56.26,26.37,34.43,13.74,5.21,1.36,6.747,4.858,1.758,0.132,PRY,Latin America and the Caribbean,732
74,Paraguay,1985,MF,25,34,5.35,62.92,24.91,24.87,11.89,6.86,4.15,6.274,4.539,1.515,0.22,PRY,Latin America and the Caribbean,559
74,Paraguay,1985,MF,35,44,8.44,67.44,20.09,18.52,8.17,5.59,3.88,5.399,4.073,1.136,0.189,PRY,Latin America and the Caribbean,302
74,Paraguay,1985,MF,45,54,13.07,68.93,15.14,13.88,6.4,4.12,3.12,4.603,3.602,0.856,0.145,PRY,Latin America and the Caribbean,207
74,Paraguay,1985,MF,55,64,19.26,68.16,9.89,9.79,4.63,2.79,2.19,3.797,3.097,0.6,0.1,PRY,Latin America and the Caribbean,141
74,Paraguay,1990,MF,15,24,3.03,55.42,27.68,37.01,17.22,4.54,0.93,6.995,4.986,1.899,0.109,PRY,Latin America and the Caribbean,816
74,Paraguay,1990,MF,25,34,4.14,58.94,25.78,27.38,14.45,9.54,4.95,6.874,4.757,1.827,0.29,PRY,Latin America and the Caribbean,643
74,Paraguay,1990,MF,35,44,5.86,64.15,23.67,21.59,10.55,8.39,4.96,6.168,4.434,1.468,0.267,PRY,Latin America and the Caribbean,420
74,Paraguay,1990,MF,45,54,9.77,68.21,18.42,15.56,7.4,6.46,4.44,5.214,3.92,1.076,0.218,PRY,Latin America and the Caribbean,253
74,Paraguay,1990,MF,55,64,16.14,68.34,13.01,10.77,5.25,4.75,3.47,4.302,3.372,0.766,0.164,PRY,Latin America and the Caribbean,158
74,Paraguay,1995,MF,15,24,4.43,66.06,42.85,24.04,11.8,5.47,1.2,6.575,5.038,1.404,0.133,PRY,Latin America and the Caribbean,906
74,Paraguay,1995,MF,25,34,4.27,59.84,34.22,26.84,16.69,9.05,5.34,7.113,4.976,1.849,0.288,PRY,Latin America and the Caribbean,721
74,Paraguay,1995,MF,35,44,6.19,66.69,30.12,18.89,11.11,8.22,5.26,6.194,4.531,1.393,0.27,PRY,Latin America and the Caribbean,545
74,Paraguay,1995,MF,45,54,7.88,69.57,29.22,15.42,8.81,7.13,4.93,5.713,4.317,1.155,0.241,PRY,Latin America and the Caribbean,288
74,Paraguay,1995,MF,55,64,14.6,70.47,17.42,10.22,6.02,4.71,3.67,4.471,3.533,0.77,0.168,PRY,Latin America and the Caribbean,188
74,Paraguay,2000,MF,15,24,3.25,64.08,47.79,27.22,13.96,5.33,1.09,6.993,5.309,1.555,0.128,PRY,Latin America and the Caribbean,1077
74,Paraguay,2000,MF,25,34,4.69,62.81,40.44,22.45,15.92,9.96,6.33,7.118,5.043,1.749,0.326,PRY,Latin America and the Caribbean,793
74,Paraguay,2000,MF,35,44,6.79,69.13,36.65,16.12,11.6,7.92,5.6,6.192,4.615,1.307,0.27,PRY,Latin America and the Caribbean,617
74,Paraguay,2000,MF,45,54,8.02,72.2,33.94,12.65,9.11,7.08,5.07,5.689,4.368,1.078,0.243,PRY,Latin America and the Caribbean,395
74,Paraguay,2000,MF,55,64,12.27,72.1,27.03,10.05,7.3,5.53,4.15,4.955,3.909,0.853,0.194,PRY,Latin America and the Caribbean,226
74,Paraguay,2005,MF,15,24,1.11,26.13,15.44,71.2,44.52,1.53,0.35,9.212,5.611,3.564,0.038,PRY,Latin America and the Caribbean,1259
74,Paraguay,2005,MF,25,34,1.63,43.02,25.38,48.57,34.26,6.77,3.92,8.478,5.373,2.891,0.214,PRY,Latin America and the Caribbean,884
74,Paraguay,2005,MF,35,44,3.04,53.78,30.55,39.09,25.73,4.08,2.81,7.448,5.121,2.19,0.138,PRY,Latin America and the Caribbean,695
74,Paraguay,2005,MF,45,54,5.27,59.87,27.13,32.24,20.18,2.5,1.79,6.502,4.694,1.722,0.086,PRY,Latin America and the Caribbean,517
74,Paraguay,2005,MF,55,64,8.35,66.99,21.8,23.17,15.57,1.36,0.97,5.426,4.136,1.244,0.047,PRY,Latin America and the Caribbean,259
74,Paraguay,2010,MF,15,24,1.1,36.99,27.63,59.89,28.88,2.02,0.46,8.487,5.653,2.785,0.05,PRY,Latin America and the Caribbean,1382
74,Paraguay,2010,MF,25,34,1.42,43.24,28.08,41.7,28.59,13.64,7.52,8.811,5.46,2.927,0.423,PRY,Latin America and the Caribbean,1053
74,Paraguay,2010,MF,35,44,2.65,52.7,31.27,31.77,19.77,12.88,8.21,7.938,5.198,2.319,0.422,PRY,Latin America and the Caribbean,767
74,Paraguay,2010,MF,45,54,4.41,63.34,32.55,23.18,13.55,9.08,6.42,6.768,4.812,1.646,0.31,PRY,Latin America and the Caribbean,587
74,Paraguay,2010,MF,55,64,6.55,69.1,26.13,17.91,11.57,6.44,4.6,5.81,4.318,1.271,0.221,PRY,Latin America and the Caribbean,362
74,Paraguay,2015,MF,15,24,1.2,35.38,28.63,51.94,32,11.48,1.39,9.189,5.725,3.207,0.257,PRY,Latin America and the Caribbean,1351
74,Paraguay,2015,MF,25,34,1.33,32.89,24.58,45.49,37.63,20.3,16.17,10.112,5.671,3.711,0.729,PRY,Latin America and the Caribbean,1145
74,Paraguay,2015,MF,35,44,1.99,48.56,29.74,35.38,21.65,14.07,13.93,8.431,5.316,2.555,0.56,PRY,Latin America and the Caribbean,756
74,Paraguay,2015,MF,45,54,3.7,55.15,29.86,29.39,17.14,11.75,11.64,7.588,5.019,2.101,0.468,PRY,Latin America and the Caribbean,576
74,Paraguay,2015,MF,55,64,5.86,63.08,27.74,22.52,13.18,8.53,8.44,6.51,4.588,1.583,0.34,PRY,Latin America and the Caribbean,432
75,Peru,1950,MF,15,24,28.14,55.26,19.8,15.09,6.74,1.52,0.73,3.622,2.707,0.87,0.045,PER,Latin America and the Caribbean,1432
75,Peru,1950,MF,25,34,41.6,45.8,15.04,9.7,5.17,2.9,2.44,2.981,2.151,0.724,0.107,PER,Latin America and the Caribbean,1008
75,Peru,1950,MF,35,44,42.77,48.04,15.56,7.46,4.14,1.73,1.43,2.64,2.05,0.527,0.063,PER,Latin America and the Caribbean,787
75,Peru,1950,MF,45,54,52,39.4,13.35,6.7,3.89,1.9,1.55,2.321,1.749,0.504,0.069,PER,Latin America and the Caribbean,578
75,Peru,1950,MF,55,64,65.33,29.86,10.12,3.85,2.23,0.96,0.73,1.554,1.24,0.28,0.034,PER,Latin America and the Caribbean,389
75,Peru,1955,MF,15,24,28.27,54.95,19.67,15.24,6.81,1.55,0.74,3.631,2.705,0.88,0.046,PER,Latin America and the Caribbean,1626
75,Peru,1955,MF,25,34,36.6,48.78,16.3,11.51,5.98,3.12,2.61,3.303,2.358,0.831,0.115,PER,Latin America and the Caribbean,1156
75,Peru,1955,MF,35,44,42.15,46.86,15.28,8.64,4.68,2.35,1.97,2.82,2.103,0.631,0.086,PER,Latin America and the Caribbean,848
75,Peru,1955,MF,45,54,46.93,44.15,14.56,7.12,4.03,1.81,1.49,2.496,1.914,0.516,0.066,PER,Latin America and the Caribbean,637
75,Peru,1955,MF,55,64,57.78,35.2,11.93,5.52,3.2,1.51,1.2,1.994,1.529,0.411,0.054,PER,Latin America and the Caribbean,441
75,Peru,1960,MF,15,24,26.63,54.7,20.48,17,7.91,1.63,0.67,3.842,2.811,0.986,0.046,PER,Latin America and the Caribbean,1810
75,Peru,1960,MF,25,34,32.4,51.2,17.34,13,6.65,3.3,2.74,3.568,2.528,0.919,0.121,PER,Latin America and the Caribbean,1346
75,Peru,1960,MF,35,44,41.6,45.8,15.04,9.7,5.17,2.9,2.44,2.981,2.151,0.724,0.107,PER,Latin America and the Caribbean,936
75,Peru,1960,MF,45,54,42.77,48.04,15.56,7.46,4.14,1.73,1.43,2.64,2.05,0.527,0.063,PER,Latin America and the Caribbean,712
75,Peru,1960,MF,55,64,52,39.4,13.35,6.7,3.89,1.9,1.55,2.321,1.749,0.504,0.069,PER,Latin America and the Caribbean,484
75,Peru,1965,MF,15,24,22.44,48.84,18.27,24.73,11.3,3.99,1.64,4.572,3.114,1.345,0.113,PER,Latin America and the Caribbean,2069
75,Peru,1965,MF,25,34,29.27,51.24,17.8,15.2,7.93,4.29,3.49,3.966,2.7,1.11,0.156,PER,Latin America and the Caribbean,1539
75,Peru,1965,MF,35,44,36.09,48.76,16.3,11.75,6.11,3.4,2.84,3.372,2.384,0.863,0.125,PER,Latin America and the Caribbean,1082
75,Peru,1965,MF,45,54,42.61,45.84,14.95,9.02,4.89,2.53,2.12,2.854,2.097,0.664,0.093,PER,Latin America and the Caribbean,773
75,Peru,1965,MF,55,64,48.77,42.16,13.9,7.25,4.09,1.82,1.5,2.446,1.855,0.524,0.066,PER,Latin America and the Caribbean,541
75,Peru,1970,MF,15,24,14.08,47.54,18.08,34.36,13.88,4.06,1.7,5.588,3.961,1.512,0.115,PER,Latin America and the Caribbean,2463
75,Peru,1970,MF,25,34,24.2,49.6,17.6,18.9,10,7.3,5.87,4.776,2.99,1.523,0.263,PER,Latin America and the Caribbean,1725
75,Peru,1970,MF,35,44,32.1,50.5,17.1,13.3,6.8,4.1,3.41,3.701,2.56,0.991,0.15,PER,Latin America and the Caribbean,1269
75,Peru,1970,MF,45,54,39.6,46.6,15.3,10.5,5.6,3.3,2.78,3.154,2.237,0.794,0.122,PER,Latin America and the Caribbean,861
75,Peru,1970,MF,55,64,47.2,42.3,13.7,8.3,4.6,2.1,1.74,2.595,1.92,0.599,0.077,PER,Latin America and the Caribbean,611
75,Peru,1975,MF,15,24,10.09,41.27,18.5,39.42,16.89,9.22,4.36,6.965,4.712,1.982,0.272,PER,Latin America and the Caribbean,2937
75,Peru,1975,MF,25,34,18.67,45.27,17.79,25.95,13.52,10.11,8.15,5.486,3.379,1.741,0.365,PER,Latin America and the Caribbean,1988
75,Peru,1975,MF,35,44,26.79,49.52,18.04,16.8,8.53,6.89,5.61,4.492,2.873,1.369,0.25,PER,Latin America and the Caribbean,1465
75,Peru,1975,MF,45,54,33.93,48.67,17.19,12.86,6.59,4.55,3.79,3.683,2.517,0.999,0.167,PER,Latin America and the Caribbean,1005
75,Peru,1975,MF,55,64,39.87,45.78,15.88,10.71,5.7,3.63,3.04,3.22,2.259,0.828,0.133,PER,Latin America and the Caribbean,674
75,Peru,1980,MF,15,24,7.5,35.5,15.6,47.6,16.1,9.4,4.28,7.447,4.953,2.22,0.274,PER,Latin America and the Caribbean,3465
75,Peru,1980,MF,25,34,12.5,38.9,16.7,32.5,16.4,16.1,12.95,6.931,4.242,2.108,0.581,PER,Latin America and the Caribbean,2372
75,Peru,1980,MF,35,44,22.6,48.3,18.2,19.3,9.3,9.9,8.03,5.175,3.122,1.694,0.359,PER,Latin America and the Caribbean,1650
75,Peru,1980,MF,45,54,28.9,49.7,18.2,15.2,7.5,6.2,5.12,4.222,2.767,1.229,0.226,PER,Latin America and the Caribbean,1189
75,Peru,1980,MF,55,64,36,47.2,16.8,12.2,6.3,4.7,3.91,3.594,2.445,0.977,0.172,PER,Latin America and the Caribbean,760
75,Peru,1985,MF,15,24,5.46,32.3,10.99,45.13,15.18,17.11,9.73,8.083,5.033,2.513,0.537,PER,Latin America and the Caribbean,3981
75,Peru,1985,MF,25,34,10.3,36.26,11.08,38.06,17.86,15.37,12.3,7.448,4.626,2.268,0.554,PER,Latin America and the Caribbean,2822
75,Peru,1985,MF,35,44,18.26,43.04,12.57,24.91,14.28,13.78,11.19,5.768,3.325,1.944,0.499,PER,Latin America and the Caribbean,1895
75,Peru,1985,MF,45,54,26.45,48.14,13.02,16.99,10.17,8.43,6.89,4.647,2.8,1.541,0.306,PER,Latin America and the Caribbean,1374
75,Peru,1985,MF,55,64,33.81,47.04,14.81,13.43,8.21,5.72,4.73,3.87,2.504,1.158,0.209,PER,Latin America and the Caribbean,893
75,Peru,1990,MF,15,24,7.4,28.19,8.64,39.35,18.68,25.07,15.62,8.591,4.97,2.807,0.814,PER,Latin America and the Caribbean,4425
75,Peru,1990,MF,25,34,6.83,32.83,7.63,39.85,21.3,20.49,16.18,8.213,4.834,2.646,0.733,PER,Latin America and the Caribbean,3308
75,Peru,1990,MF,35,44,14.66,38.37,10.4,28.75,17.16,18.22,14.73,6.76,3.984,2.117,0.659,PER,Latin America and the Caribbean,2252
75,Peru,1990,MF,45,54,24.03,45.88,10.69,18.75,13.37,11.34,9.27,5.249,2.919,1.918,0.412,PER,Latin America and the Caribbean,1544
75,Peru,1990,MF,55,64,31.46,46.58,11.85,14.74,11.28,7.21,5.93,4.237,2.559,1.416,0.263,PER,Latin America and the Caribbean,1056
75,Peru,1995,MF,15,24,4.28,23.75,7.96,52.09,31.51,19.88,13.43,9.122,5.269,3.187,0.666,PER,Latin America and the Caribbean,4833
75,Peru,1995,MF,25,34,6.88,26.42,6.46,37.04,26.65,29.66,23.09,9.17,4.988,3.127,1.055,PER,Latin America and the Caribbean,3710
75,Peru,1995,MF,35,44,11.75,34.14,7.54,30.8,21.36,23.3,18.66,7.852,4.497,2.516,0.839,PER,Latin America and the Caribbean,2632
75,Peru,1995,MF,45,54,21.5,42.8,9.43,20.59,17.44,15.11,12.35,5.662,3.091,2.022,0.549,PER,Latin America and the Caribbean,1758
75,Peru,1995,MF,55,64,29.07,46.04,9.45,15.85,15.85,9.05,7.4,4.704,2.632,1.743,0.329,PER,Latin America and the Caribbean,1214
75,Peru,2000,MF,15,24,2.71,16.78,8.88,51.72,26.69,28.79,21.24,9.954,5.601,3.352,1.001,PER,Latin America and the Caribbean,5146
75,Peru,2000,MF,25,34,5.2,23.27,10.75,40.77,27.41,30.76,23.65,9.709,5.312,3.309,1.088,PER,Latin America and the Caribbean,4103
75,Peru,2000,MF,35,44,8.32,28.47,12.28,33.02,23.45,30.19,23.81,9.064,5.015,2.969,1.08,PER,Latin America and the Caribbean,3065
75,Peru,2000,MF,45,54,14.2,35.37,14.47,26.59,18.07,23.84,19.34,7.423,4.208,2.351,0.864,PER,Latin America and the Caribbean,2082
75,Peru,2000,MF,55,64,23.01,42.01,14.16,18.97,15.56,16.01,13.16,6.066,3.153,2.329,0.584,PER,Latin America and the Caribbean,1365
75,Peru,2005,MF,15,24,1.78,13.92,9.31,57.6,38.59,26.7,20.76,10.348,5.754,3.644,0.949,PER,Latin America and the Caribbean,5400
75,Peru,2005,MF,25,34,3.44,18.31,10.38,37.89,27.92,40.37,30.73,10.691,5.556,3.713,1.422,PER,Latin America and the Caribbean,4555
75,Peru,2005,MF,35,44,6.05,24.14,13.03,33.51,23.55,36.29,28.14,9.883,5.304,3.291,1.289,PER,Latin America and the Caribbean,3493
75,Peru,2005,MF,45,54,9.18,29.07,14.78,29.64,20.54,32.1,25.74,9.082,5.02,2.905,1.157,PER,Latin America and the Caribbean,2463
75,Peru,2005,MF,55,64,16.03,35.68,15.62,23.4,16.08,24.89,20.43,7.212,3.697,2.609,0.906,PER,Latin America and the Caribbean,1574
75,Peru,2010,MF,15,24,0.59,19.88,15.73,73.7,52.27,5.83,4.48,9.561,5.84,3.514,0.206,PER,Latin America and the Caribbean,5736
75,Peru,2010,MF,25,34,1.61,23.08,14.96,49.7,42.6,25.61,19.4,10.148,5.66,3.588,0.9,PER,Latin America and the Caribbean,4917
75,Peru,2010,MF,35,44,3.13,32.32,18.79,42.02,35.09,22.53,17.27,9.291,5.406,3.089,0.796,PER,Latin America and the Caribbean,3913
75,Peru,2010,MF,45,54,5.22,36.71,21.28,37.03,30.82,21.04,16.59,8.755,5.224,2.779,0.753,PER,Latin America and the Caribbean,2896
75,Peru,2010,MF,55,64,12.79,43.81,22.43,26.66,21.08,16.74,13.61,6.923,4.257,2.058,0.607,PER,Latin America and the Caribbean,1885
75,Peru,2015,MF,15,24,1.06,9.31,7.63,71.86,64.39,17.78,13.81,10.85,5.886,4.332,0.632,PER,Latin America and the Caribbean,5446
75,Peru,2015,MF,25,34,2.16,15.92,11.17,56.3,50.99,25.62,19.33,10.564,5.728,3.937,0.899,PER,Latin America and the Caribbean,4758
75,Peru,2015,MF,35,44,3.93,21.92,13.22,52.39,46.79,21.76,16.57,9.866,5.503,3.596,0.767,PER,Latin America and the Caribbean,4040
75,Peru,2015,MF,45,54,6.93,26.91,15.62,47.44,41.47,18.71,14.51,9.098,5.245,3.188,0.664,PER,Latin America and the Caribbean,3193
75,Peru,2015,MF,55,64,11.56,31.23,17.16,42.59,36.9,14.62,11.72,8.158,4.884,2.747,0.527,PER,Latin America and the Caribbean,2244
77,Uruguay,1950,MF,15,24,7.8,71.45,26.32,17.74,5.31,3.01,0.16,5.114,4.178,0.872,0.063,URY,Latin America and the Caribbean,395
77,Uruguay,1950,MF,25,34,9.01,73.94,26.35,11.95,5.37,4.91,1.5,4.963,4.021,0.815,0.128,URY,Latin America and the Caribbean,331
77,Uruguay,1950,MF,35,44,14.91,72.49,25.2,7.91,4.16,4.48,1.31,4.421,3.674,0.631,0.116,URY,Latin America and the Caribbean,296
77,Uruguay,1950,MF,45,54,26.12,65.6,23.12,4.89,2.67,3.38,1.02,3.676,3.158,0.43,0.088,URY,Latin America and the Caribbean,235
77,Uruguay,1950,MF,55,64,33.37,59.94,20.98,4.26,2.24,2.43,0.64,3.231,2.829,0.341,0.061,URY,Latin America and the Caribbean,174
77,Uruguay,1955,MF,15,24,5.15,67.89,24.93,23.23,7.36,3.73,0.2,5.622,4.402,1.142,0.079,URY,Latin America and the Caribbean,400
77,Uruguay,1955,MF,25,34,7.71,73.71,27.17,13.73,6.17,4.84,1.62,5.158,4.141,0.888,0.129,URY,Latin America and the Caribbean,372
77,Uruguay,1955,MF,35,44,10.5,74.2,25.4,9.9,4.45,5,1.36,4.74,3.882,0.73,0.127,URY,Latin America and the Caribbean,310
77,Uruguay,1955,MF,45,54,20,70.68,25.03,5.41,2.53,3.9,1.27,4.006,3.43,0.472,0.103,URY,Latin America and the Caribbean,256
77,Uruguay,1955,MF,55,64,33.18,59.61,20.86,4.54,2.05,2.66,0.7,3.272,2.847,0.358,0.067,URY,Latin America and the Caribbean,187
77,Uruguay,1960,MF,15,24,4.47,64.2,23.57,27.55,8.61,3.79,0.2,5.905,4.513,1.312,0.08,URY,Latin America and the Caribbean,405
77,Uruguay,1960,MF,25,34,6.35,71.36,26.26,16.81,7.65,5.48,1.56,5.469,4.266,1.063,0.141,URY,Latin America and the Caribbean,398
77,Uruguay,1960,MF,35,44,9,73.94,26.35,11.96,5.37,4.91,1.5,4.964,4.021,0.815,0.128,URY,Latin America and the Caribbean,330
77,Uruguay,1960,MF,45,54,14.85,72.51,25.2,7.94,3.71,4.49,1.32,4.412,3.677,0.619,0.116,URY,Latin America and the Caribbean,283
77,Uruguay,1960,MF,55,64,25.94,65.76,23.18,4.9,2.21,3.4,1.03,3.672,3.166,0.417,0.089,URY,Latin America and the Caribbean,209
77,Uruguay,1965,MF,15,24,2.6,56.9,23.23,36.44,11.97,4.05,0.21,6.614,4.834,1.695,0.085,URY,Latin America and the Caribbean,421
77,Uruguay,1965,MF,25,34,5.04,69.07,25.38,19.78,9.29,6.1,1.5,5.777,4.387,1.238,0.152,URY,Latin America and the Caribbean,398
77,Uruguay,1965,MF,35,44,7.71,73.71,27.17,13.73,6.17,4.84,1.62,5.158,4.141,0.888,0.129,URY,Latin America and the Caribbean,368
77,Uruguay,1965,MF,45,54,10.5,74.2,25.4,9.9,4.45,5,1.36,4.74,3.882,0.73,0.127,URY,Latin America and the Caribbean,297
77,Uruguay,1965,MF,55,64,20,70.68,25.03,5.42,2.35,3.9,1.27,4,3.43,0.467,0.103,URY,Latin America and the Caribbean,228
77,Uruguay,1970,MF,15,24,2.02,49.75,22.74,42.61,13.57,5.62,0.45,7.213,5.069,2.023,0.121,URY,Latin America and the Caribbean,439
77,Uruguay,1970,MF,25,34,3.89,63.29,27.31,25.63,12.39,7.19,2.34,6.45,4.687,1.572,0.191,URY,Latin America and the Caribbean,389
77,Uruguay,1970,MF,35,44,6.35,71,29.81,16.98,7.73,5.67,1.96,5.618,4.383,1.082,0.153,URY,Latin America and the Caribbean,383
77,Uruguay,1970,MF,45,54,9.65,73.28,30.76,12.02,5.4,4.95,1.8,5.094,4.139,0.82,0.135,URY,Latin America and the Caribbean,312
77,Uruguay,1970,MF,55,64,16.62,70.72,28.85,7.96,3.46,4.59,1.66,4.482,3.739,0.617,0.125,URY,Latin America and the Caribbean,252
77,Uruguay,1975,MF,15,24,1.38,41.95,23.32,49.45,15.02,7.18,0.63,7.877,5.356,2.365,0.156,URY,Latin America and the Caribbean,441
77,Uruguay,1975,MF,25,34,2.4,56,26.8,32,15.56,9.6,3.87,7.252,4.98,2.003,0.269,URY,Latin America and the Caribbean,370
77,Uruguay,1975,MF,35,44,4.9,67.8,29.4,20.4,9.57,6.8,2.6,6.043,4.548,1.307,0.188,URY,Latin America and the Caribbean,363
77,Uruguay,1975,MF,45,54,7.8,73.3,33.1,13.9,6.24,5,2.17,5.374,4.326,0.904,0.143,URY,Latin America and the Caribbean,338
77,Uruguay,1975,MF,55,64,13.6,71.5,31.7,9.9,4.41,5,1.97,4.859,3.99,0.729,0.139,URY,Latin America and the Caribbean,261
77,Uruguay,1980,MF,15,24,1.17,39.28,23.98,52.44,16.33,7.11,0.86,8.12,5.471,2.49,0.159,URY,Latin America and the Caribbean,468
77,Uruguay,1980,MF,25,34,2.22,48.45,27.01,38.52,18,10.81,4.89,7.882,5.224,2.344,0.314,URY,Latin America and the Caribbean,385
77,Uruguay,1980,MF,35,44,3.82,60.52,29.4,27.31,13.2,8.35,3.83,6.798,4.837,1.717,0.244,URY,Latin America and the Caribbean,346
77,Uruguay,1980,MF,45,54,6.51,69.35,29.87,18.18,8.28,5.96,2.68,5.749,4.425,1.151,0.173,URY,Latin America and the Caribbean,351
77,Uruguay,1980,MF,55,64,9.05,71.29,30.22,14.74,6.62,4.91,2.27,5.304,4.225,0.935,0.144,URY,Latin America and the Caribbean,274
77,Uruguay,1985,MF,15,24,1.5,31.89,22.2,58.1,10.85,8.52,1.12,8.392,5.62,2.579,0.193,URY,Latin America and the Caribbean,467
77,Uruguay,1985,MF,25,34,2,39.1,24.74,46.4,21.06,12.5,6.12,8.595,5.449,2.774,0.372,URY,Latin America and the Caribbean,414
77,Uruguay,1985,MF,35,44,2.9,52.9,28.5,34.1,16.58,10.1,5.3,7.528,5.094,2.126,0.308,URY,Latin America and the Caribbean,355
77,Uruguay,1985,MF,45,54,5.2,65,29.38,22.9,10.75,6.9,3.36,6.248,4.62,1.423,0.205,URY,Latin America and the Caribbean,336
77,Uruguay,1985,MF,55,64,8.3,70.8,29.3,15.7,7.05,5.1,2.6,5.394,4.251,0.989,0.154,URY,Latin America and the Caribbean,303
